BAR;MV1;MV2;MV3;MV6;MV7;VWA;VWS;BWNA;BWNS;TEMPA;TEMPS;CC;LA81
1013.0;900.0;985.0;985.0;985.0;985.0;0.0;0.0;0.0;0.0;15.0;15.0;0.0;5.6
