TIME;TM;BS;ES;RT;BTN;ET;TS;CRS;CBS;CES;A;B;C;D;E;F;G;H;I;J;K;L;M
SEC;SEC;DEG;DEG;Y;DEG;DEG;SEC;Y;mil;mil
